"_id","author_details","title","isbn","publisher","date_published","rating","bookshelf_id","bookshelf","read","series_details","pages","notes","list_price","anthology","location","read_start","read_end","format","signed","loaned_to","anthology_titles","description","genre","date_added","goodreads_book_id","last_goodreads_sync_date","last_update_date","book_uuid",
"525","Brown, Marc|Brown, Marc Tolon","Arthur Goes to School","9780679867340","Random House Books For Young Readers","1995-07-18","0","7,","audrey,","0","Great Big Board Book","12","","","0","","","","Board Book","0","","","Arthur is off to nursery school, and youngsters are invited to join him for a day of early-learning fun.????Readers can lift over 50 flaps to find his missing sock, discover what's in the ""show and tell"" boxes, and see what's under each letter of the alphabet.????They can even join in on Arthur's flap-flipping rendition of ""The Three Little Pigs"" during story hour! Value-packed and fun-filled, here is one school day no child will want to see end.????A Children's Book-of-the-Month Club Main Selection.????","Juvenile Fiction / School & Education","2013-01-13 21:58:41","0","0000-00-00","2013-01-13 21:58:42","032ad1fbc411419ba04b7ec5692c1dc7",
"526","Barbaresi, Nina|Potter, Beatrix","Tale Of Tom Kitten: a Story About Good Behavior, The","9781599390024","Reader's Digest Young Families,","2006","0","7,","audrey,","0","Peter Rabbit (8)","","","","0","","","","Hardbound","0","","","In addition to being naughty and losing their company clothes, Tom and his two sisters indulge in rowdy behavior when they are sent upstairs as punishment.","Juvenile Fiction / Social Issues / General","2013-01-13 21:59:16","0","0000-00-00","2013-01-13 21:59:19","6c1512c7af7d4d6eb2f895589f62aeac",
"527","Thompson, Kay","Eloise: a Book For Precocious Grown Ups","9780671223502","Simon & Schuster Books For Young Readers","1969-04-30","0","7,","audrey,","0","Eloise (1)","68","","","0","","","","Hardbound","0","","","Eloise is a little girl who lives at The Plaza Hotel in New York. She is not yet pretty but she is already a Person. <P> Henry James would want to study her. <P> Queen Victoria would recognize her as an Equal. <P> The New York Jets would want to have her on <I>their</I> side. <P> Lewis Carroll would love her (once he got over the initial shock). <P> She knows <I>everything</I> about The Plaza. She is interested in people when they are not <I>boring.</I> <P> She has Inner Resources. <P> If you take her home with you, you will always be glad you did.","Juvenile Fiction / Lifestyles / City & Town Life","2013-01-13 22:00:06","0","0000-00-00","2013-01-13 22:00:07","ee0c29feeb7ff4105ddccbe49c614bb3",
"528","Seuss, Dr.|LeSieg, Theo.","Hooper Humperdink...? Not Him! (Bright & Early Book","9780679881292","Random House Books For Young Readers","2006-01-24","0","7,","audrey,","0","R)","48","","","0","","","","Hardbound","0","","","From Alice and Abe to Zeb and Zipper, an alphabetical array of guests turns out for the biggest birthday party ever. But Hooper Humperdink isn???t on the guest list!","Juvenile Fiction / Readers / Beginner","2013-01-13 22:01:19","0","0000-00-00","2013-01-13 22:01:20","5faaacf7ee7a7e5f61762e4886d3a67c",
"529","Johnson, Crockett","Picture For Harold's Room, A","9780060230067","Harpercollins","1960-01-01","0","7,","audrey,","0","I Can Read (1)|Harold and the Purple Crayon (6)|I Can Read Books (Level 1)","64","","","0","","","","Hardbound","0","","","Harold, hero of the popular adventures with a purple crayon, makes his debut in an I Can Read Book as he steps into the picture he draws for his room. <p>","","2013-01-13 22:02:16","0","0000-00-00","2013-01-13 22:02:17","69407dc15be72ccbbd8b3df75dad8ff5",
"530","Palmer, Helen|Eastman, P. D.|Palmer, Helen Marion","Fish Out Of Water, A","9780394800233","Random House Books For Young Readers","1961-08-12","0","7,","audrey,","0","","72","","","0","","","","Hardbound","0","","","Illus. in color. ""Comic pictures show how the fish rapidly outgrows its bowl, a vase, a cook pot, a bathtub.""--<i>The New York Times.????</i>","Juvenile Fiction / Readers / Beginner","2013-01-13 22:02:42","0","0000-00-00","2013-01-13 22:02:45","b25a638df537846096f286541fda4e98",
"531","Sendak, Maurice","In the Night Kitchen","9780064434362","Harpercollins","1996-01-18","0","7,","audrey,","0","Caldecott Collection","40","","","0","","","","Paperback","0","","","<p> <awards> 1971 Caldecott Honor Book<br />Notable Children's Books of 1940--1970 (ALA)<br />Best Books of 1970 (SLJ)<br />Outstanding Children's Books of 1970 (NYT)<br />Best Illustrated Children's Books of 1970 (NYT)<br />Children's Books of 1970 (Library of Congress)<br /><br />Carey-Thomas Award 1971--Honor Citation<br />Brooklyn Art Books for Children 1973, 1975</awards></p>","Juvenile Fiction / Bedtime & Dreams","2013-01-13 22:03:11","0","0000-00-00","2013-01-13 22:03:13","7a6d402065f97f5a541cf4c7a298ce5c",
"532","Rigsby, Michael","Quick Field Guide to Tidepools Of the Pacific Coast, A","9781583690857","Western National Parks","2006-01-01","0","7,","audrey,","0","","32","","","0","","","","Wiro bound","0","","","Teeming with life, the Pacific Northwest's coastal shoreline is home to a diversity of marine communities. With rich, colorful photos of each species, concise descriptions, and information on diet, predators, and size, use this compact and waterproof guide to identify some of the flora and fauna you might spot in a tidepool on the beach! Also included are ""Know Before You Go"" tips, information on intertidal zones, and a list of locations to go for exploring tidepools along the Pacific Coast.","Science / Life Sciences / Ecology","2013-01-13 22:03:56","0","0000-00-00","2013-01-13 22:03:58","62df269e4cdd48c1caac697958d06337",
"533","Publishing, DK|Kindersley, Dorling","Ultimate Sticker Book: Bugs","9780756602345","Dk Children","2004-08-23","0","7,","audrey,","0","Ultimate Sticker Books","16","","","0","","","","Saddle-stitch","0","","","DK presents exciting new covers for 13 of your favorite <I>Ultimate Sticker Books: Animal, Baby Animal, Ballet, Bug, Bulldozer, Dangerous Dinosaurs, Dinosaur, Ancient Egypt, Farm, Pony, Shark and Whale, Space, and Truck</I>. Annotated with factual information, each book contains more than 60 full-color, reusable stickers so children can create their own fun scenes.","Juvenile Nonfiction / Animals / Insects, Spiders, etc","2013-01-13 22:04:21","0","0000-00-00","2013-01-13 22:04:22","1e46820c7ac2568d7309664114b69a96",
"534","Scarry, Richard","Richard Scarry's Best First Book Ever!","9780394842509","Random House Books For Young Readers","1979-09-12","0","7,","audrey,","0","","48","","","0","","","","Hardbound","0","","","Illus. in full color. Favorite Scarry animal characters introduce simple learning concepts and over 700 words.","Juvenile Fiction / Concepts / General","2013-01-13 22:04:46","0","0000-00-00","2013-01-13 22:04:47","d4acd5acbae09e8065faf2b482baa9a5",
"535","Miller, Margaret","Baby Faces","9780689819117","Little Simon","1998-04-01","0","7,","audrey,","0","Look Baby! Books","14","","","0","","","","Hardbound","0","","","<B>Hey, baby! Look at these faces!</B>","Juvenile Nonfiction / Social Issues / Emotions & Feelings","2013-01-13 22:05:28","0","0000-00-00","2013-01-13 22:05:29","b3f0bd8d966068c3e804d86ce2b6bd70",
"536","McCloskey, Robert","Make Way For Ducklings","9780140564341","Puffin","1999-02-01","0","7,","audrey,","0","","76","","","0","","","","Paperback","0","","","<DIV>This classic tale of the famous Mallard ducks of Boston is available for the first time in a full-sized paperback edition. Awarded the Caldecott Medal in 1941, Make Way for Ducklings has been described as ""one of the merriest picture books ever"" (<b>The New York Times</b>). Ideal for reading aloud, this book deserves a place of honor on every child's bookshelf. <p>  ""Robert McCloskey's unusual and stunning pictures have long been a delight for their fun as well as their spirit of place."" ???<b>The Horn Book</b>     </p></div>","","2013-01-13 22:05:56","0","0000-00-00","2013-01-13 22:06:13","695a0d1c0ede792bc6647deb51d03fe1",
"537","Brown, Margaret Wise|Hurd, Edith Thacher","Two Little Gardeners","9780375835292","Golden Books","2006-01-10","0","7,","audrey,","0","Little Golden Book","24","","","0","","","","Hardbound","0","","","Children will enjoy this story of a young brother and sister who plant seeds that will result, after much hard work and patience, in a bountiful garden! It teaches that good things come to those who wait, and features a little song at the end of the book: ???What We Plant in the Spring We Eat in the Fall.???","Juvenile Fiction / Nature & the Natural World / General","2013-01-13 22:07:32","0","0000-00-00","2013-01-13 22:07:33","cfbe01af279b8a105b5b4e8cb180d03e",
"538","Bemelmans, Ludwig","Mad About Madeline","9780670888160","Viking Juvenile","2001-09-10","0","7,","audrey,","0","Madeline (101.2\\|Omnibus)","320","","","0","","","","Hardbound","0","","","<DIV>For over sixty years, Madeline's adventures have enthralled her ever-growing audience. This collection brings together all six of the Madeline books in one volume. Every well-loved word and picture is here, plus an introduction by Pulitzer Prize-winning journalist Anna Quindlen, an essay by Ludwig Bemelmans on how he created Madeline, and working sketches of Madeline, as well as photos of the Bemelmans family. This landmark volume will be treasured by the entire family.  <p>Ludwig Bemelmans (1898-1962) was the author of the beloved <b>Madeline</b> books, including <b>Madeline</b>, a Caldecott Honor Book, and <b>Madeline's Rescue</b>, winner of the Caldecott Medal. </p></div>","Travel / Europe / France","2013-01-13 22:08:38","0","0000-00-00","2013-01-13 22:08:40","57c16aef3a94d0a1fcd77873d193af93",
"539","Carrick, Carol","Patrick's Dinosaurs","9780899194028","Sandpiper","1985-09-23","0","7,","audrey,","0","Patrick's Dinosaurs","32","From Couth Buzzard Halloween 2012","","0","","","","Paperback","0","","","<DIV>One Saturday while visiting the zoo, Hank tells his brother Patrick all about dinosaurs, and Patrick scares himself by imagining what it would be like if the great creatures were alive today.</div>","Juvenile Fiction / Animals / Dinosaurs & Prehistoric Creatures","2013-01-13 22:09:24","0","0000-00-00","2013-01-13 22:09:55","f42492d0d48f49d429b29dd1820459aa",
"540","Williams, Emily","Pocket Guide to Cats, A","9781405473354","Parragon Inc","2006-07","0","7,","audrey,","0","Reference Guide","255","","","0","","","","Hardbound","0","","","This reference guide features full color photos of different breeds of cats. Key Details Author: Emily Williams, Bryan Richard Language: English Series: Reference Guide Format: Paperback ISBN-10: 1405473355 ISBN-13: 9781405473354 Size Length: 255 pages Height: 7.8 in Width: 5.5 in Thickness: 0.8 in Weight: 17.6 oz","Pets / Cats / General","2013-01-13 22:15:08","0","0000-00-00","2013-01-13 22:15:10","9afa9a0bcbb6017ebe37a1c865dc38e4",
"541","Scarry, Richard","Richard Scarry's What Do People Do All Day","0394818237","Random House Books For Young Readers","1968-03-12","0","7,","audrey,","0","","64","Gift from Smiths 1975","","0","","","","Hardbound","0","","","Illus. in full color. Shows and tells what busy people do every day to build houses, sail ships, fly planes, keep house, and grow food.","Juvenile Fiction / Business, Careers, Occupations","2013-01-13 22:16:57","0","0000-00-00","2013-01-13 22:17:27","584228ff691c5dd0988ba6acb87532f3",
"542","Henkes, Kevin","Sheila Rae, the Brave","059046406X","Scholastic","1993","0","7,","audrey,","0","Henkes' Mouse Books","28","","","0","","","","Saddle-stitch","0","","","Good reading copy. Some wear from normal use.","","2013-01-13 22:19:42","0","0000-00-00","2013-01-13 22:19:44","35061867a4fde3b9b3600d9619fae94d",
"543","Eastman, P.D.|Eastman, P. D.","Go, Dog. Go!","0394800206","Random House/beginner Books","1961-03-12","0","7,","audrey,","0","Beginner Books","72","","","0","","","","Hardbound","0","","","<p>Fans of P. D. Eastman???and of dogs???will want to get their paws on a copy of this very special foil-covered 50th Anniversary Party Edition of <i>Go, Dog. Go!</i>?? Written for beginning readers using only 75 different words, it features red dogs, blue dogs, big dogs, little dogs???all kinds of wonderful P. D. Eastman dogs???riding bicycles, scooters, skiis, and roller skates and driving all sorts of vehicles on their way to a big dog party held on top of a tree! Available for a limited time only at the regular edition price of $8.99, this highly collectible edition (ideal for birthdays and other human celebrations) will prove to you and your child that reading has not gone to the dogs.</p>","","2013-01-13 22:20:22","0","0000-00-00","2013-01-13 22:20:23","ea9820b1133e162d427c8f5a4b0f3d81",
"544","Scarry, Richard","Great Big Schoolhouse","0394808746","Random House, Ny","1969-09-12","0","7,","audrey,","0","","","","","0","","","","Hardbound","0","","","Join Huckle and Lowly, as they start term in the funniest school house ever! Colourful, fun and very, very busy, this is a new edition of the much-loved classic Scarry adventure.  From A -- Z and 1 -- 10, through all the seasons of the year and the colours of the rainbow, Miss Honey's schoolhouse is a very busy place indeed. Join Huckle and Lowly as they learn to tell the time, read stories about dragons and cause a little bit of chaos, in the funniest schoolhouse ever!","","2013-01-13 22:20:53","0","0000-00-00","2013-01-13 22:20:54","3c7d27f55ba1a6446b333c30a432e98a",
